Date,Open,High,Low,Close,Adj Close
2012-01-03,58.485714,58.92857,58.42857,58.747143,50.857235
2012-01-04,58.57143,59.240002,58.468571,59.062859,51.130558
2012-01-05,59.278572,59.792858,58.952858,59.718571,51.698215
2012-01-06,59.967144,60.392857,59.888573,60.342857,52.238651
2012-01-09,60.785713,61.107143,60.192856,60.247143,52.155792
2012-01-10,60.844284,60.857143,60.214287,60.462856,52.342537
2012-01-11,60.382858,60.407143,59.901428,60.364285,52.257195
2012-01-12,60.325714,60.414288,59.82143,60.19857,52.113747
2012-01-13,59.957142,60.064285,59.808571,59.972858,51.918343
2012-01-17,60.599998,60.855713,60.422855,60.671429,52.523098
2012-01-18,60.994286,61.352856,60.900002,61.30143,53.068489
2012-01-19,61.450001,61.624287,60.93,61.107143,52.900303
2012-01-20,61.07,61.07143,59.964287,60.042858,51.978935
2012-01-23,60.381428,61.207142,60.328571,61.058571,52.858246
2012-01-24,60.728573,60.728573,59.935715,60.058571,51.99255
2012-01-25,64.919998,64.921425,63.389999,63.808571,55.238914
2012-01-26,64.05143,64.112854,63.305714,63.51857,54.987858
2012-01-27,63.477142,64.068573,63.395714,63.897144,55.315582
2012-01-30,63.672855,64.842857,63.627144,64.715714,56.024223
2012-01-31,65.084282,65.46286,64.724289,65.211426,56.453358
2012-02-01,65.487144,65.57,65.078575,65.169998,56.417503
2012-02-02,65.128571,65.309998,64.854286,65.017143,56.285168
2012-02-03,65.328575,65.714287,65.080002,65.668571,56.849113
2012-02-06,65.482857,66.425713,65.457146,66.281425,57.379662
2012-02-07,66.464287,67.10714,66.368568,66.975716,57.980694
2012-02-08,67.214287,68.112854,67.099998,68.097145,58.9515
2012-02-09,68.68,70.964287,68.651428,70.452858,60.990883
2012-02-10,70.137146,71.08857,69.792854,70.488571,61.021763
2012-02-13,71.361427,71.975716,71.012856,71.800003,62.157066
2012-02-14,72.094284,72.794289,71.714287,72.779999,63.005447
2012-02-15,73.465714,75.184288,70.984283,71.095711,61.547375
2012-02-16,70.214287,72.127144,69.51857,71.744286,62.108814
